epoch,acc,loss,val_acc,val_loss
0,0.01653333299689823,4.542040390438504,0.017599999643862246,4.5019229221343995
1,0.032933332969745,4.36318439801534,0.05759999968111515,4.2831754398345945
2,0.06466666640920772,4.098050079875522,0.09479999989271164,4.077877683639526
3,0.10231111095183426,3.808209851582845,0.13580000080168247,3.818591055870056
4,0.1420888891733355,3.5626591936747234,0.18419999942183496,3.6058986377716065
5,0.18468888873855274,3.305260427263048,0.2006000003218651,3.3984969234466553
6,0.22317777797579766,3.1013164334827,0.2646000012755394,3.1267890882492066
7,0.2550888889696863,2.905837905142042,0.2940000039339066,2.871648359298706
8,0.28673333479298485,2.7587072462505766,0.3369999998807907,2.722569761276245
9,0.3142444465888871,2.6336265346739025,0.3469999995827675,2.6147451066970824
10,0.33284444640080135,2.5217063819037544,0.3711999988555908,2.502712607383728
11,0.3540666676561038,2.4215726237826876,0.3781999999284744,2.392260680198669
12,0.38002222177055145,2.3278617649608186,0.39459999799728396,2.362360463142395
13,0.39502222147252825,2.2600589572058785,0.4197999984025955,2.215037386417389
14,0.40573333190547095,2.199917208088769,0.4389999955892563,2.1516860723495483
15,0.4213999987973107,2.135665650367737,0.4499999976158142,2.0748366069793702
16,0.4329999981986152,2.0763682550854154,0.4445999985933304,2.0542649531364443
17,0.4416888871457842,2.0314739002121818,0.46139999747276306,1.9935818791389466
18,0.45699999769528704,1.981322279771169,0.47079999685287477,1.9276234555244445
19,0.4699333298868603,1.9398540017339918,0.4865999978780746,1.8925825572013855
20,0.47746666411558786,1.8903980482949152,0.48159999430179595,1.937134428024292
21,0.4869111082951228,1.8621684106190999,0.48739999771118164,1.9302839303016663
22,0.4948888858159383,1.8244149780273438,0.4859999942779541,1.9207985615730285
23,0.5006666638453802,1.8014433492554558,0.5051999932527542,1.8493264651298522
24,0.5099111075533761,1.7631075472301907,0.4833999979496002,1.9074950504302979
25,0.5164444402191374,1.7401926636695861,0.5083999979496002,1.7832885789871216
26,0.5236888859007094,1.7079932268460591,0.5083999943733215,1.8072665357589721
27,0.5271333308352364,1.6936468187967937,0.5199999976158142,1.8010484504699706
28,0.5313777760002348,1.680282266139984,0.49459999561309814,1.8911859250068666
29,0.5379333313968446,1.6486795004208883,0.5287999987602234,1.751744146347046
30,0.5423333304458194,1.6342810357941522,0.527799997329712,1.791915442943573
31,0.5479333308007982,1.6129951287640465,0.5315999972820282,1.742438178062439
32,0.5551555533541573,1.5790507843759325,0.5321999955177307,1.7681665468215941
33,0.5575999975866741,1.5601417432890998,0.5523999971151352,1.671339738368988
34,0.5628888848092821,1.5555984820259943,0.5495999956130981,1.6914462184906005
35,0.562333330710729,1.5419108423921797,0.5473999971151352,1.7127825117111206
36,0.5716444420814514,1.5241568766699898,0.5543999981880188,1.7074879121780395
37,0.5713999996582667,1.513811923927731,0.5357999962568283,1.809108030796051
38,0.5757111088434855,1.5076565681563483,0.5239999979734421,1.8824013042449952
39,0.5833333322074679,1.475035899347729,0.5495999974012374,1.7899654579162598
40,0.5834666653474172,1.463311623732249,0.5571999973058701,1.7107571291923522
41,0.5856444436973995,1.4616604089736938,0.5661999952793121,1.6702291464805603
42,0.5893555547793706,1.4515316356552972,0.5499999952316285,1.744873604774475
43,0.5933333318101035,1.434460755719079,0.5669999974966049,1.6642465686798096
44,0.5957777767711215,1.4259262299537658,0.5627999925613403,1.66726318359375
45,0.600711110300488,1.412079309489992,0.5525999969244003,1.7453295755386353
46,0.6007777783605788,1.403005940384335,0.5655999976396561,1.7685302758216859
47,0.6037777763605118,1.3923801586363052,0.5525999975204468,1.8113045239448546
48,0.6057777763737573,1.386658440430959,0.570599998831749,1.751881823539734
49,0.6077555556429757,1.3833274291621314,0.5697999984025955,1.7738290190696717
50,0.6105333329571618,1.3671552783913083,0.5763999980688095,1.7252360129356383
51,0.6099999984105428,1.3663297455840642,0.5579999947547912,1.8239592909812927
52,0.6165555553303824,1.3500079120530022,0.576599994301796,1.7160975098609925
53,0.6144444448418087,1.3515983748435973,0.5732000011205673,1.752319712638855
54,0.6163333331876331,1.3406293062369028,0.5692000025510788,1.7005789494514465
55,0.625044444402059,1.3248991152975294,0.5659999960660934,1.7553485774993896
56,0.6228222232394748,1.3238296184274885,0.566999996304512,1.8129202651977538
57,0.6240222218963835,1.3150857342614068,0.5647999978065491,1.9020899319648743
58,0.6270666670136982,1.3093372033702002,0.5765999978780747,1.7579780173301698
59,0.6263777769274181,1.3044972724384731,0.5735999977588654,1.8026267385482788
60,0.6336444455385208,1.2834359587563409,0.568999999165535,1.8396319460868835
61,0.6299999990728167,1.2936252567503188,0.5651999968290329,1.8713615202903748
62,0.6347777789168888,1.2823047902848985,0.563999999165535,1.8834416961669922
63,0.6329111103216807,1.2833002609676785,0.5789999973773956,1.8060204887390137
64,0.6349333328670925,1.2739092444048987,0.570399997830391,1.9042990827560424
65,0.6345999995867412,1.2802606803841061,0.5797999960184097,1.8899411487579345
66,0.6397333352433311,1.2603494571314917,0.5857999980449676,1.8561661505699159
67,0.6398222227229012,1.254672686788771,0.5807999980449676,1.8237481355667113
68,0.6441777772373624,1.241491041051017,0.5657999968528747,1.950860664844513
69,0.6466222230593364,1.2369259541564517,0.5787999987602234,1.8126429510116577
70,0.6453555565410191,1.241147804260254,0.5835999989509583,1.8700386190414429
71,0.6485777776771121,1.2285461579428778,0.5771999937295914,1.8681939697265626
72,0.6465555559264289,1.2318950914012061,0.5864000022411346,1.8277269768714905
73,0.6497111124462551,1.216327879163954,0.5629999959468841,1.9860142803192138
74,0.6499777787261539,1.2163393249776628,0.5777999967336654,1.8418196988105775
75,0.651377777920829,1.2132059339682262,0.582399999499321,1.8609520959854127
76,0.6533333345254262,1.2053712220986683,0.5861999988555908,1.8635237526893615
77,0.6511333351665073,1.2177095283402337,0.5817999988794327,1.8868933963775634
78,0.6568444450696309,1.1968960148758359,0.5785999977588654,1.9785461401939393
79,0.6552666676044464,1.2001897463533613,0.5879999965429306,1.867038094997406
80,0.6602666674719917,1.1868645942211151,0.578999999165535,2.0258444952964783
81,0.6616666686534881,1.1831637157334223,0.581199991106987,1.9248052978515624
82,0.6585111125310262,1.186830419169532,0.5763999992609024,1.9186899828910828
83,0.6616000017854903,1.1848441380924648,0.5792000007629394,1.9091114950180055
84,0.6590000009536743,1.188853840165668,0.5909999960660934,1.8886905884742737
85,0.6664666671223111,1.1644462002648248,0.5803999984264374,2.022970576286316
86,0.6647555575105879,1.177874107890659,0.5882000005245209,1.8456646060943604
87,0.6667111118634542,1.152156614727444,0.5749999940395355,2.0183360290527346
88,0.6682222251097362,1.1655080460177527,0.5917999964952468,1.942143030166626
89,0.6669333346684774,1.1630424986945258,0.589799998998642,2.0011941981315613
90,0.6690444468127357,1.153673014640808,0.5872000014781952,2.013650348186493
91,0.6679555577701992,1.1551003540886773,0.5827999967336654,1.955806393623352
92,0.6722000020080142,1.1359131870004866,0.5825999981164932,2.0433412051200865
93,0.6710444458325704,1.1403822596867879,0.5927999985218048,2.011712009906769
94,0.6742444474167294,1.1354232998689016,0.5892000007629394,2.018120517730713
95,0.6721777798069848,1.141437735690011,0.5913999998569488,2.02783141374588
96,0.6704444461398654,1.141139935122596,0.5859999966621399,2.025021231174469
97,0.675911113553577,1.1313083700339,0.595599993467331,1.9246826195716857
98,0.6749333333969116,1.136174674431483,0.5869999969005585,1.9726821660995484
99,0.6768222233984206,1.1221838479571873,0.572199998497963,2.160684986114502
100,0.6792000024848515,1.1302751085493299,0.5898000001907349,2.018692729473114
101,0.6815111135111914,1.1070296438535054,0.5992000007629394,1.9855041313171387
102,0.6780222233136495,1.13104605767462,0.6025999999046325,1.92516517162323
103,0.6820000024636587,1.112053784529368,0.6023999983072281,1.9985834598541259
104,0.6817111126581827,1.1074956266085307,0.5869999974966049,2.0950686311721802
105,0.6815111121866438,1.1072904017236498,0.592999997138977,2.0304766297340393
106,0.6840222248766157,1.0990505950980716,0.5877999955415726,2.033884642124176
107,0.6851777789327833,1.0979512876934476,0.5805999994277954,2.1609437227249146
108,0.6849555574523079,1.098778441614575,0.6031999969482422,1.971225507259369
109,0.6861333351665073,1.0972469970915053,0.5971999979019165,2.0578828716278075
110,0.6845333349704742,1.107615124517017,0.5891999971866607,2.1609744358062746
111,0.6861333358287811,1.1040266199906668,0.5998000001907349,2.112630181312561
112,0.690155557261573,1.088838212887446,0.5953999960422516,2.1539748740196227
113,0.6820666669474708,1.1031972708966997,0.588999999165535,2.157251138687134
114,0.6884666697184245,1.0898128296269312,0.5965999960899353,2.1105917620658876
115,0.6891777792241838,1.0844425304730734,0.5894000017642975,2.2103091502189636
116,0.6846444450484381,1.0990690644582113,0.5960000002384186,2.1885675382614136
117,0.686911113527086,1.08455758717325,0.5847999966144561,2.2576375293731687
118,0.6930000004503462,1.0769262511200375,0.5955999970436097,2.200476891994476
119,0.6918444446722667,1.0768550776110755,0.5959999978542327,2.0683675241470336
120,0.6914444462458292,1.0779003225432502,0.5920000016689301,2.2351855707168578
121,0.6919555575317806,1.0810396222273508,0.5983999979496002,2.1912771105766295
122,0.6927555575635698,1.0708540274037255,0.588199999332428,2.190310211181641
123,0.6942888907591502,1.071860555410385,0.6005999982357025,2.1696122336387633
124,0.6959111126263936,1.065549296008216,0.5823999959230423,2.3251099681854246
125,0.6953777805964152,1.0681420350074768,0.6006000053882599,2.2663752007484437
126,0.6977777794996898,1.0620181188318465,0.5945999956130982,2.271027672290802
127,0.6971555570761363,1.0595523377259572,0.604000004529953,2.2144530606269837
128,0.6958888912200928,1.060405165221956,0.5971999984979629,2.288458662033081
129,0.6983111143112183,1.0571829297807482,0.5861999970674515,2.2907743740081785
130,0.7010222238964504,1.0431513543923696,0.5906000012159347,2.3427646279335024
131,0.6996888898478614,1.0532881961928473,0.6030000078678132,2.1983447670936584
132,0.6986000010702345,1.0597854206297133,0.6029999995231629,2.226675395965576
133,0.7007111122873094,1.0591734976238674,0.6034000039100647,2.300440948009491
134,0.6976444464259678,1.0567398415671454,0.608199999332428,2.1776215839385986
135,0.6980888907114665,1.0546487923463186,0.6043999981880188,2.2333830189704895
136,0.7005333356062571,1.042493382692337,0.6045999985933304,2.3033768057823183
137,0.7000222235255771,1.0423189832104578,0.6065999966859817,2.2510928606986997
138,0.7016222245163388,1.0419094789028167,0.6049999964237213,2.2261724400520326
